id,text,polarization,language
hau_5475e63bc652fe8bde02bf1a05835e1d,"Anba bala-bulu kwangila tasama da naira miliyan 400, daga saudiya don gina masllatai a Nigeria,  Kwalla bala-bulu hankali ne",1,hau
khm_573f651901bc53e625d93ad8261fb82f,ថ្ពាល់គេក្រហមច្បាស់ណាស់ថាគេចង់ឲ្យខ្ញុំរក្សាជីវិតគេទុក,0,khm
khm_30268666606c4a393b6eb089669168e6,ឯកអគ្គរដ្ឋទូតថ្មីរបស់តួកគីប្រចាំកម្ពុជា លោកស្រី អ៊ូលឃូ កូចេអ៊ែហ្វ៊ែ (ÜLKÜ KOCAEFE) បានសន្យាថានឹងខំប្រឹងបញ្ចូនហ,0,khm
khm_56c483f622896209767255cca4f6f063,ដំបូងឡើយ ខាងប្រុសគេចាប់ផ្តើមច្រៀងមួយបទទៀត។,0,khm
khm_f19a44aebcfe5ccfb9cdfc17abf17137,ល្បែងគ្របមាន់ ជាល្បែងកំសាន្តមួយសំរាប់កុមារា កុមារី ដែលលេងជាទំលាប់នៅទូទាំងប្រទេសកម្ពុជា ពេលទំនេរ និងនៅយប�,0,khm
hau_146ab000be4178acf2efe29e5b75628d,"yadda yarbawan lagos suke yawo da sunan dangote har a cikin wakokin su, har a ce bayarabe ne, har gorin shi zasu dinga yi mana.. mahaukatan banza, masu fadin zuciya..",1,hau
khm_7e1d8590ef80b3dc64c601b656959251,ដូច្នេះហើយបានជា ទម្លាប់គេងល្អៗគួរបណ្តុះតាំងពីក្មេងៗ។,0,khm
khm_db5cef981468379c02221cbd1f66db10,ការអនុវត្តន៍វិធីសាស្ត្រនេះគេច្រើនជួបនៅតាមតំបន់ព្រៃភ្នំតាមចង្កេះភ្នំ ឬ ជើងភ្នំ ដែលគេមាករញើយរកឃើញនៅខេត្�,0,khm
hau_c968f0ca01ef4bb0102aae57ddc663a8,"@USER team din ku ke nan ai, kai da atiku da kuma ubanka as well, kowa ya san abun da kuke yi ke nan, that's exactly why you're fronting for him. no doubt about it. ubanka bandit ne kowa ya sani; uwarka kuma kwatakwalli that loathsome trash",1,hau
khm_5ecc85e1c73611efabdf082fe3be3b98,ការហាត់ប្រាណជាគូ ត្រូវការមនុស្សពីរនាក់ធ្វើជាមួយគ្នា។,0,khm
khm_a7f1727971eeb73c98771f81af7a84ac,នាងភ្ញាក់ឡើងភ័យជាមួយអារម្មណ៍រំភើបហើយបញ្ជាប្តីទៅរកមន្ត្រីដោះស្រាយបញ្ហា។,0,khm
khm_6f99761e5197d0392ae31a1df1581175,លោក លី សុវណ្ណរិទ្ធ អភិបាលរងខេត្តបន្ទាយមានជ័យ បានបញ្ជាក់ថា វេទិកានេះបានបង្ហាញផលិតផលចំនួន៣៤មុខ ដែលភាគច្រើនជាគ្�,0,khm
khm_6dd03630a13d9e47aa65f6bec2d65a77,CIVICUS បានរាយការណ៍អំពីសកម្មភាពចុះបង្ករាបរបស់អាជ្ញាធរក្នុងរយៈពេលប៉ុន្មានខែចុងក្រោយនេះ ដែលកើតឡើងលើក្រុមសហជីពតវ,0,khm
khm_cf695cb23e6417367336f2a517e33ead,"ដៃគូជាន់ខ្ពស់សម្រាប់យុត្តិធម៌បានទាក់ទាញអ្នកស្ម័គ្រចិត្តជិត 1,000 នាក់តាំងពីវាចាប់ផ្តើមមក។",0,khm
hau_ee6fcd64baeb48e4303079a21254cd45,Yan Arewa ba su sanin daga 2027 ya sa Naira ta daina biyar su zabi APC kuma ba su iya gyara wani abu ba,1,hau
khm_bb8b828d0fd0179d2f7e74a004fcf250,បូរមីយកដៃបាំបិទមាត់ជ្រប់ក្បាលលើស្មាស្វាមីដែលចាប់ផ្ដើមហែងភ្នែកហូរទឹកភ្នែក បួងសួងហើយនាងរត់ចូលទៅលាក់ខ្លួនន,0,khm
khm_8adda32551e812e80cc45d1ab9226b6f,នាយកកិច្ចការទូទៅនៃអង្គការសិទ្ធិមនុស្សលីកាដូ លោក អំ សំអាត បានមានប្រសាសន៍ថា ការប្រើពាក្យសើចសារដោយគ្មានមនោសញ្ចេតន,0,khm
khm_9d4d62c270e9fa9c8b980e5b98361128,ខាងក្រោមជាការសន្ទនារវាងបុគ្គលទាំងពីរនោះ,0,khm
khm_15a8b132398a1806d9bcef2b7c73a293,"បារីគេហៅថា ""ដំបងមហារីក"" ដោយគ្មានហេតុផលអាក្រក់ទេ។",0,khm
hau_dcbd8f18d056f3b8fdd673d8624c0cea,"jonathan’s almajiri school system was a terrible idea, says kano governor ##url",1,hau
hau_146c802013ed8f3f92c51a6b80f81f1c,"Shi matsalar Pantami hannun jarirai gareshi, shiyasa yawancin influencers bazasuyi shiri dashi ba.",1,hau
khm_66c93e109f634ca9764361a334c42501,រដ្ឋាភិបាលបានអោយដឹងថា កំពុងធ្វើការដើម្បីបង្កើតតុលាការការងារនៅកម្ពុជា។,0,khm
khm_1f388666328b83223259170909a112e5,លោក កឹម សុខា កំពុងប្រឈមមុខនឹងសេចក្តីចោទប្រកាន់ថា «មានទំនាកទំនងជាមួយបរទេស»។,0,khm
hau_7e4fda2f1e123a3171a99eb668ff3414,Yan Kaduna suna da kaya alhaja Musamman wadannan mutane na PR ..wai gudun dollar da naira...suna canzawa baranda guda da suka jublata 50k da kd governor ya ba mu,1,hau
hau_7d78a52edcee0006cf61409babe16793,Arewa ya tabata Nigeria kuma arewa dayan arewa bazasu bar Nigeria taci gaba ba kawai Allah Rupa mana asiri amma kowani matsala nabata kasa yan arewa ne kuma gaba,1,hau
khm_d1048f7f0fe7659c872b832211de192b,វ្ល៉ាឌីមៀ ពូទីន ប្រកាសថា ១៥ ភាគរយនៃទឹកដីអ៊ុយក្រែន បានក្លាយជាផ្នែករបស់រុស្ស៊ីហើយ,0,khm
khm_3972151f78957bd77f99acdd29e38034,គេមើលឃើញថាគីណេទីនបានជួយឱ្យពន្លកដើមបែកលូតលាស់បានល្អ,0,khm
khm_31785280cdeccf40944ac472b0098f79,ក្នុងការបើកបរិច្ឆេទនេះ អាជ្ញាធរបានឃាត់យកវត្ថុតាងមួយចំនួនដូចជា៖ ម្សៅក្រាមពណ៌សថ្លាចំនួន១៨ កញ្ចប់ (ធំ១១ និង,0,khm
khm_b7f44171c7103acf8671b031845491de,រដ្ឋាភិបាលកំពុងធ្វើការលើសៀវភៅណែនាំអំពីលទ្ធកម្មដៃគូរវាងវិស័យឯកជន និងសាធារណៈ ដែលនៅមានស្ថិតក្នុងដំណាក់កាលជា�,0,khm
khm_d4d938b39ccee69c59a5d32175479d94,ក្រុមការងារដែលបង្ក្រាបការលេងល្បែងស៊ីសងខុសច្បាប់គ្រប់ប្រភេទនេះ មានសមាសភាពរួមមាន៖ ឯកឧត្តមសន្តិបណ្ឌិត សុខ ផល រដ្ឋ,0,khm
khm_524cd9f103744ea878fd0bb924925de5,ប្រធានស្តីទីគណបក្សសង្គ្រោះជាតិ លោក សម រង្ស៊ី បានសរសេរពន្យល់ពីពាក្យសំខាន់ៗជាភាសាបារាំងដែលមាននៅក្នុងសាលក្រមរបស់,0,khm
khm_a8b6a4b8fc87927ecb8b2e25e7db023f,ចំនួនសិស្សដែលមកដាក់ពាក្យអាហារូបករណ៍រាល់ឆ្នាំមានជុំវិញ៥០០ទៅ៦០០នាក់ ប៉ុន្តែពេលយើងហៅមកសម្ភាស វានៅសល់តែ,0,khm
khm_d7916f64ba1e9c8d18de397d59744d49,ក្នុងរយៈពេលពីរសប្តាហ៍ចុងក្រោយនេះ កូរ៉េខាងជើងបានធ្វើការសាកល្បងមីស៊ីលផ្លោងដែលមានក្បាលគ្រាប់នុយក្លេអ៊ែរ ដើ,0,khm
khm_ed51f500c008851c6912598ad8015d3d,ទោះបីជាពួកគេនិយាយថាមានសំឡេងគាំទ្រដល់គំនិតនោះក៏ដោយ។,0,khm
hau_4d0c38832fe4d0d1cfbf6297411a49f9,Cin mutunci masarauta da sunkuna dala a aljihun babbar riga sai ganduje,1,hau
hau_60b613e38d88c6570792c2ff6b3527b7,Meye na zagin shi toh? Yan bida'a dawo saiya nuna kanshi a ko ina. Mtsww banza ye,1,hau
hau_5de8f85335426619fb1669520139fae6,Yanxu shi Tsula abun xaiyi kishin uban wa yake koma?,1,hau
khm_4fa06d4adc97bf6de345b09bdb7012d1,អង្គការសុខភាពពិភពលោកបាននិយាយថាតួលេខនេះនឹងកើនឡើងយ៉ាងខ្លាំងក្នុងរយៈពេលប៉ុន្មានឆ្នាំខាងមុខ។,0,khm
khm_5f8d32f6b1203ff8b9215afa4a57bf12,និន្នាការផ្លាស់ប្តូរពីទូរទស្សន៍ធម្មតាទៅទូរទស្សន៍អេក្រង់សំប៉ែតកំពុងកើនឡើងនៅក្នុងគ្រួសារនិងសណ្ឋាគារ។,0,khm
hau_929059a28453e56384ea88b926e4a4fc,Shi kwaran kwankaso kaima ka bi sahun abi yarima a sha kida. Yanzu dai manuniya ta nuno mana kai tantarwai!,1,hau
khm_23e00bdf1d4d6802bd77944acc159703,កសិករខ្មែរចាប់ផ្តើមធ្វើការស្រោចស្រពស្រូវនៅក្នុងខែវិច្ឆិកា,0,khm
khm_090e34d78c2aeb378dfa86869c88709e,យើងដឹងថាការមានសុខភាពល្អ និងរស់នៅសុខសប្បាយ វាមិនមែនគ្រាន់តែបរិភោគអាហារល្អនោះទេ តែក៏ត្រូវហាត់ប្រាណដូចជាយោហ្គ,0,khm
khm_d7292711d1e6d34b461e72919c49acdb,គំនិតណែនាំ​មានសរសេរ​មកលើ​ប្រអប់​ផង​ដែរ​។,0,khm
hau_f609a2fa833ee99249ed31257a883ac4,"Mallam Nasir Elrufai @USER kada aiki iya aiki a Kaduna kafin su rufe gaba da wani laanin Committee na House of Assembly, kafin ina gaba da su. Aikin ka akasa yake ba wai a baka ba.",1,hau
khm_ec159cf57b45f969cbe035433aba23ce,(គុនខ្មែរ)៖ បន្ទាប់ពីលោកគ្រូស៊ន អេលីត បង្ហាញបេក្ខភាពតារាគុនខ្មែរចំនួន៧រូប សម្រាប់ការប្រកួតគុនខ្មែរកម្រិតអន,0,khm
khm_8d673ede5dc953b0fab58973a640b221,"អាម៉េរិករៀបចំផ្ញើកញ្ចប់ជំនួយបន្ថែមទៀតចំនួន ៦២៥ លានដុល្លារទៅអ៊ុយក្រែន ដោយសរុបជំនួយឡើងដល់ ១៦,៨ ពាន់",0,khm
khm_749b4f4690a2308672acb547f04468ce,ក្រៅពីផលិតផលម៉ាកយ៉ា ក្រុមហ៊ុនក៏នាំចូលនូវគ្រឿងយន្តធុនធ្ងន់ម៉ាកសម្រាប់ធ្វើឈូសឆាយ និងជីកស្រះប្រឡាយធារាសាស្ត្�,0,khm
khm_2307b0fd2adb6c14677e3d77aaf57c77,រាល់ឆ្នាំខ្ញុំអាចរកចំណូលបានយ៉ាងហោចណាស់៧៥០ដុល្លារជាមធ្យម។,0,khm
khm_bce2abd962b6b4ea77efe8e298a8fdc5,ផ្លូវល្បឿនលឿនភ្នំពេញ-ព្រះសីហនុ កំពុងសាងសង់ ដែលមានផ្នែកផ្លូវសម្រាប់រថយន្តទៅ-មក យ៉ាងហោចណាស់២គន្លង។,0,khm
khm_f0411f04ec94e43ef2d563207b44b394,ភ្នំពេញ៖ រដ្ឋបាលព្រៃឈើ បញ្ជាក់ថាដើមឈើដែលបានកាប់នៅតំបន់ភ្នំតាម៉ៅ មិនមានការលក់ដូរនោះទេ។,0,khm
hau_ffb4dff2af7af0af71d46725ca22c88d,"En arewa kada mushiga hankalinmu dan kutumar ubanmu, mucigaba da shashanci da shirita. If this allegations are true then northern Nigeria go vanish from map within 20years. Let's just stop sleeping and throw this useless APC out. APC don been terror to Northerners.",1,hau
hau_fea61b6cb467915234ba3dd5e0564017,idan ba sharrin soyayya ba ta yaya me degree zai tsaya yarinyar da ta fadi jamb tana ce shi ne kwalla kafin kaiya shegiya dakikiya kawai💔💔,1,hau
khm_63962cc86b12e9109966de78e7a3bb59,1956បានបង្ហាញថាផូស្វ័រត្រូវបានផ្ទេរពីដើមបែកអារទៅដើមបែកថ្មីនៅក្នុងដំណាក់កាលដំបូង ប៉ុន្តែគ្មានការផ្ទេរផូស្វ�,0,khm
khm_f67a7e0fb02f8a246d0ab6eac6793bcb,លោកអ្នកនាងជាទីមេត្រីថ្ងៃនេះ SBM News សូមនាំយក ជោគជ័យរាសី សម្រាប់ថ្ងៃអាទិត្យ ០៨រោច ខែភទ្របទ ឆ្នាំខាល ចត្វាស័ក ពុទ,0,khm
hau_91cf49ee6936898a9dead0963958006f,"Wasu na Abuja ba su san hada kai dasu ana lalata Arewa, daqiqai suna ihu wai CAPACITY. Idan aka ce maka dan Arewa bai waye ba kawai ka yarda. Wlh wasu en Arewa suna abu kamar tumaki. Dan ko akuya ta fisu wayo. Ku duba abinda yake faruwa a Zamfara, Kaduna da Kano, maybe zaku gane",1,hau
khm_2364543067f35b25d0f9fe765a27d09c,ក្រោយមកទីក្រុងកៀវបានសារភាពថា ការនិយាយរបស់លោក ហ្សេឡេនស្គី អំពីការវាយប្រហារការពារទៅលើរុស្ស៊ី គ្រាន់តែមានន័យដល�,0,khm
hau_fbd66503302b3fb252de623dfb1cc0d3,"Kwankwasiyya gidan zangarwar hankali, kebbar daban da fuskantar mutum",1,hau
hau_b66697970810e436505198c2a6701b47,"Idan har akayi 24 basu ɗauki wani ƙwaƙƙwaran mataki ba, kuma ku haɗa kai ku farwa duk wani Iyamuri da ya ke arewa!",1,hau
hau_841b9a2d5d7cf534108f8ef8e655b680,gaskiya celebrities ɗin arewa nan karam ne. tirrr,1,hau
hau_72ca255860c6839235a35e39ed0e7484,Bazaka Gane Waye Talakan Nigeria Ba Sai Kaje Kauye Ka Bashi Amanar Gonarka Nan Zaka Gane Banbancin Su Da Yan Siyasa Zabe Ne Kawai. 😂😂,1,hau
khm_5838e958e5b9232bf9e8fe1c2d1c695d,ក្រុមហ៊ុន Nord Stream 2 AG ដែលជាប្រតិបត្តិករបំពង់បង្ហូរឧស្ម័នមានទីស្នាក់ការនៅស្វីសបានបំភ្លឺកាលពីថ្ងៃអង្គារទី ៤ ខែតុលាថ,0,khm
khm_25400616455fdf3cd7c208d06efd5dee,លោក មាន ឫទ្ធិ៖ ប៉ុន្តែរដ្ឋាភិបាលលោក ហ៊ុន សែន ជ្រើសរើសនៅតែឃុំកញ្ញា សេង ធារី ជាជាងដោះលែងកញ្ញាដូចដែលរដ្ឋា�,0,khm
hau_5d672cc95880d14e8441add857481a08,ano ba talaga kailangan para maintindihan mo yun??,1,hau
hau_5053f1bbca8cf6fe48c289625d2f6137,"Nadade banga sakarkaru ba irin fans din Pantami… Shirmen comments da zagi, saka mutane wuta, kazafi da karya a comment da zurfin nuna kiyayya… Idan masu shiryawa ne Allah ya shirya su. Duk Malamai masu amfani da addini domin cika burin su na siyasa da kwadayin duniya, Allah ya shirya su idan masu shiryawa ne. Zamu cigaba da yi musu addua da tunatarwa annabi Muhammadu (",1,hau
hau_90d2beaacb911d7cb6a521a57fc558c7,"A wasan zanga zanga ta kowace qasa shine idan Yan zanga zanga sukayi jifa ayi amfani da tiyagas ko ruwan zafi Amma a Nigeria da bullet sukayi amfani Kuma a haka wasu jakai Yan PR din jam,iyar Samoa suke ganin anyi dai dai Allah ya wulaqanta ku ya yan asara @USER",1,hau
khm_e7f93f259534f3221752c0016b1e9dba,ការសិក្សាមួយបានបង្ហាញថា យើង​ម្នាក់ៗមានកោសិកាជាង ៣០ សែនកោដិនៅក្នុងខ្លួន។,0,khm
khm_076856d8f5b100f11c33ea97443ae6c3,ជ្រុលត្រង់ថាអាជ្ញាធរបានប្រកាសហើយថានឹងមិនផ្តល់ទិដ្ឋាការជូនជននេះទៀតនោះទេ ហើយនឹងចាប់ខ្លួនបញ្ជូនត្រឡប់ទៅកាន់ប្�,0,khm
hau_dc69455395c2d75d7face57657d6446a,karya kakeyi wallahi mu zabi muku har basa mu zabi inyamiri ba ##url,1,hau
khm_eacf65c0499f57e51a3416843bf92f82,ប៉ុន្តែ មេដឹកនាំឥណ្ឌាបានសង្កត់ធ្ងន់លើសារសំខាន់នៃ«លទ្ធិប្រជាធិបតេយ្យ ការទូត និងការសន្ទនា» ក្នុងកិច្ចប្រជុំខា�,0,khm
khm_677a78b21ab0ac2f2124542ef1f61173,ច្បាប់និងបញ្ញត្តិសំខាន់ៗត្រូវបានរៀបចំដោយមានលំដាប់លំដោយ។,0,khm
hau_99cdf03bb159ff44613a686d30d3161c,Iyamurai ne basu kuma da Kuma Karuwanci,1,hau
hau_6ec5446193d6ace224c8a5806ed6c5d0,Nifa Ba Zaka Taba Ganina Acikin Rikicin Izala Da Darika Ba Ba Zan Yarda In Biye Ma Wani Zindiki Ya Rabani Da Ƴan Uwana Musulmai Ba Saboda Bambanci Ra'ayi,1,hau
khm_763ab81fefd2b781b2e1bf62d7f74b07,"ក្របីឆ្លើយថា ""ខ្ញុំព្រះបាទអម្ចាស់ទៅតាមដានជ្រូកណាមួយ""",0,khm
khm_8ce20b328a972dec729db39f28152960,កូរ៉េខាងត្បូង និងសហរដ្ឋអាម៉េរិក បានចាប់ផ្តើមការហ្វឹកហាត់សមរភូមិសមុទ្ររួមគ្នាជាមួយនឹងនាវាផ្ទុកយន្តហោះច្បាំង,0,khm
khm_cee7ea14f5cc752b2901727dffc7ab2d,ចង់រំលឹកអ្នកថា មហាសេដ្ឋីពិភពលោក លោក អេឡុន ម៉ាស បានបង្ហាញផែនការឲ្យអ្នកប្រើ Twitter ពិចារណាអំពីការឈប់ប្រយុទ្ធនៅអ៊ុ,0,khm
khm_d1a1ac1d1070dfccc22f7e4168fd5f56,នាយកប្រតិបត្តិអង្គការអភិវឌ្ឍន៍ផ្នត់គំនិត លោក សេក សុជាតិ បញ្ជាក់ថា ការនិយាយរបស់លោក ហ៊ុន ម៉ានី ពេលនេះ គ្រាន�,0,khm
khm_3a841db856d04ae747afc29f5c881b30,ល្បែងឈូង ជាល្បែងប្រពៃណីមួយ ដែលមនុស្សចាស់ៗ ឬមនុស្សកំលោះក្រមុំ និយមលេងនៅពេលយប់ ខែភ្លឺ ក្នុងរដូវចូលឆ្នា,0,khm
hau_1b6f253da0d9286defbfc6672ed12466,"Wannan Aminu yake zakan sa rayuwar mu ta rufe da kara, koda ranar zabe zai tafi gaba daya Allah ya yi amfani da mutuwar sa don nufin kai. Ba mu san aboki ba tare da insha Allah zai sanin cewa zai iya tattara da gajere rayuka a gida.",1,hau
khm_96c76b833ea567f1b24b72aa1afb62cb,ដីទាំងនេះក៏អាចស្ថិតនៅតាមបណ្តោយបឹង ឬរាល់ទីធ្លាដែលទឹកទន្លេហូរចូលផងដែរ,0,khm
khm_5ccdfd060478e81f465a04881e35bdb2,ខ្ញុំចង់ចាកចេញនៅពេលព្រឹកស្អែក,0,khm
hau_6baca03e391974fd0edd258cc81236c4,"Tunda nake bantaba ganin anhaifi Daban mutum irin natenyaho ba, tsinanne Dan wutar jahannama",1,hau
khm_4cc17f5d6edbed26cca2c4c472869cf6,ឃុំទី២ គណបក្សភ្លើងទៀន លោក ខឿន វីរ៉ាត់ ប្រាប់វិទ្យុអាស៊ីសេរីក្រោយចប់សវនាការថា សក្ខីកម្ម ឬចម្លើយ ដែលលោកប,0,khm
hau_1c50ccc98e3c5febb2774848e649d705,"Kwankwaso da Ganduje neque Matsalar mu, kadaɗa ba suke cikaƙiƙa ba.",1,hau
hau_98b068dc51310dbf6e15697bf9513a50,"Wai duk sauran jihohin arewa basu da abin yi ne acan sai a Kano? Yan tuwo tuwo da masa daga gabas, yan jagwal da barayi daga yamma, yan kwalema daga tsakiya. Yasin kun takura mana har ga Allah.",1,hau
khm_ae3457e141b0a70c11153c835876753a,(សៀមរាប)៖ អភិរក្សដ្ឋានអង្គរសៀមរាបនឹងបើកទ្វារឲ្យប្រជាជនចូលមើលវត្ថុសិល្បៈក្នុងអភិរក្សដ្ឋានអង្គរដោយឥតគិតថ្លៃនៅថ្ង,0,khm
khm_8be362bc1927de9e20030bdc1681b94f,ទីភ្នាក់ងារដែលមានសិទ្ធិត្រួតពិនិត្យ និងវាយតម្លៃចំណុចដៅ និងសូចនាកររបស់គោលដៅអភិវឌ្ឍន៍ប្រកបដោយចីរភាពកម្ពុជា,0,khm
khm_599981adbf7af76b864c060bd83b58d4,វិនិយោគដើម្បីលក់សេវានិងរកប្រាក់ចំណេញពីអតិថិជន,0,khm
hau_b99e44fe92ea3f5ac11b706534576813,Kwankwasiyya tsarin kama karya karshen lalacewa kenan Maza 43 ace wai Mace ce Jagoran su..😂 Tsula Yada?,1,hau
hau_b6f0d7f9580efaef8b727b0bcc85426a,Katsina zai koma hannun Yan Nanaye. Kullun cikin wasa da waka kaman gidan Gala. - Kaduna tana hannun runs-girls. Bushe kawai in Mai-gari na Gari. - Sokoto ba'a magana. Jahilci ne kawai ke tasiri. - Kano har yanzu ba alqibla. Wannan baya kasance labarin na governors din da suka faru?,1,hau
hau_7679853ce10d0b59846cfc494dc6ee4a,"Kawu Sumaila zai amincewa cewa wai a hadaka labari na addini kuma ya dani siyasa, Allah ya tsara mu da cimawa. Ameen",1,hau
khm_2708cc8422bfbd9dbdb325f24bc962cb,ទូលបញ្ជារបស់ខ្ញុំបានបញ្ជាថ្នាំពីគ្រូពេទ្យហើយខ្ញុំកំពុងប្រើវា។,0,khm
hau_f3d6b0ad20a7387b9fa25120ac9e7ede,@USER yan kwankwasiya no dey carry sense pass.,1,hau
hau_4d0c38832fe4d0d1cfbf6297411a49f9,Cin mutunci masara da sankuma dala a aljihun babbar riga sai ganduje,1,hau
khm_ce56c3d04cca0a250ab113c5ce9345b1,ខ្ញុំកំពុងគិតថាតើគួរទិញរឺអត់,0,khm
hau_a2d010dfe369c900912643568d357c52,Any motherf***er who dares step on our doorstep spouting APC propaganda can take their lies and shove it. Total waste of breath and time.,1,hau
khm_e01546519ebc96582d79d63eb2d294ec,កម្មវិធីនេះ នឹងមានការដាក់ស្តង់ពិពណ៌សរុបប្រមាណ៤០០ស្តង់ និងសង្ឃឹមថា នឹងមានអ្នកចូលរួមប្រមាណ៦ម៉ឺននាក់ មកពីស្�,0,khm
khm_cbfaa69d3328623963d18f084be37381,វិន័យនៃការសួរដេញដោលនៅក្នុងសវនាការលើកទី៤ ផ្តោតលើបញ្ហាផ្ទាល់ខ្លួនច្រើនជាងការសួរអំពីសំណុំរឿង។,0,khm
khm_9d345da8255dce57658d10ff157c5454,នៅក្នុងខែមេសា ឆ្នាំ២០១៤ ក្រសួងអប់រំ យុវជន និងកីឡា បានចេញនូវគោលនយោបាយស្តីពីចក្ខុវិស័យឧត្តមសិក្សាឆ្នាំ២,0,khm
khm_82383d346fec51e289cc4c13b995c359,ឆ្នាំវក៖ (ធាតុដែក ពង្សយក្សប្រុស) អ្នកណាកើតឆ្នាំវក រាសីស្ថិតនៅកណ្តាល។,0,khm
hau_ef2cf9febb0213edb64c4305e5b77675,"They still don’t get it, Dan PR is just a cover for these crooks stealing fuel at the depot—forget about drivers, conductors, union guys or station workers… it’s only the village boys getting shafted.",1,hau
hau_3eb678f4cd4bfa73cc378ecc4a20467d,"Kana saukaka kudi kuma kana wari kamar matakan bunsuru, wai meyasa maza dayawa basason gyaran jikinsu?",1,hau
hau_98b068dc51310dbf6e15697bf9513a50,"Wai duk sauran jihohin arewa basu da abin yi ne acan sai a Kano? Yan tuwo tuwo da masa daga gabas, yan jagwal da barayi daga yamma, yan kwalema daga tsakiya. Yasin kun takura mana har ga Allah.",1,hau
khm_2988e530107ce8d168753db18bf1c9db,ពេលអ្នកចាប់ផ្តើមថ្ងៃថ្មីដោយកាហ្វេមួយកែវ កាហ្វេអ៊ីនក៏ចូលទៅក្នុងខ្លួនអ្នកភ្លាមៗតាមរយៈចរន្តឈាម។,0,khm
hau_ac2db882c9b93106c4f14ac29aec3bd9,"Sai ga Danbello zai yi gaba daya da kada, saboda ya bata wani kudu rai.",1,hau
khm_d3f7b128374859432d38826ac288089a,គ. វាមាន៥យ៉ាងហើយអ្នកឯងស្តាប់ចុះ។,0,khm
hau_929059a28453e56384ea88b926e4a4fc,Shi kama kwarangun kaima ka bi sahun abi yarima a shi kida. Yanzu manuniya ta nuna kai tantarwai!,1,hau
khm_f3e78fbbc0317359b7a5519b9cee3815,នេះបើតាមការបញ្ជាក់របស់ក្រសួងហិរញ្ញវត្ថុ។,0,khm
hau_f5644ff729faee11cc44b06dbf4d35aa,"ce wallahi""@USER : kasan babnka da jahili(arne)""@USER : hahaha.. ybello kana iya kira gaba? ""@USER : babanka ne miji""",1,hau
hau_9be4235b22e613259ee2b3727ca375b7,bahaushe: bahaushe ga bamaguje? ##url,1,hau
khm_17afd1ee223da87b6ad9c5d8d42d0f45,អាជ្ញាធរបានគ្រប់គ្រងវត្ថុតាងជាច្រើនដូចជា ទូរសព្ទដៃសរុប១៨គ្រឿង មាន VIVO ១គ្រឿង OPPO ៤គ្រឿង IPHONE ២គ្រឿង REALME ១គ្រឿង CAMFONE ១គ្រ,0,khm
khm_cbd65dc3358a0f6bf30af8d12287114f,"ត្រង់តំបន់ដែលព្រះនាងអុជទៀនបន់នោះ គេនៅតែហៅថា""ភូមិអន្លង់ទៀន"" ដល់បច្ចុប្បន្ន។",0,khm
hau_9c9dbc96ba58c2a03b06828da17a315e,BBC ya fi gaskiya ranar da duniya ta daina sauki ba shegu aljanna kawai waniyar hankali,1,hau
khm_cbd65dc3358a0f6bf30af8d12287114f,"ត្រង់តំបន់ដែលព្រះនាងអុជទៀនបន់នោះ គេនៅតែហៅថា ""ភូមិអន្លង់ទៀន"" ដល់បច្ចុប្បន្ន។",0,khm
khm_438031eb8c6836be5ed5a742661765f1,ខ្ញុំចង់ទៅមើលគ្រូបង្វឹកនេះរវាងពេលនេះ,0,khm
khm_577cbc772bf9f521a5c91b7cbf126a8f,ទិន្នន័យនេះត្រូវបានបង្ហាញក្នុងសន្និសីទសារព័ត៌មានអំពីលទ្ធផលការងារប្រមូលពន្ធអាករលើរថយន្តគ្មានពន្ធមានស្រាប់ក្នុងប្រ,0,khm
khm_cbb44a278136de98363f35df300770e1,ធ្វើការសិក្សាសង្កេត និងជ្រើសរើសទីតាំងដែលត្រូវការ,0,khm
khm_54c3216575d782edefba5aad19ae075d,មត្តេយ្យសិក្សា៖ ក្រសួងអប់រំ យុវជន និងកីឡា បានធ្វើវីដេអូបង្រៀនសម្រាប់កុមារថ្នាក់មត្តេយ្យសិក្សាផងដែរ។,0,khm
khm_f0411f04ec94e43ef2d563207b44b394,ភ្នំពេញ៖ រដ្ឋបាលព្រៃឈើ និយាយថាដើមឈើដែលគេកាប់នៅតំបន់ភ្នំតាម៉ៅ គ្មានការលក់ដូរនោះទេ។,0,khm
hau_5f3110e3ed655188bcb7be258fce23ab,Har yanzu ɗan arewa bai san cin abokin kansa ba. Har yanzu ɗan arewa yafi ganewa yayi ta rigimar cikin gida yana cin mutunci dattijai da malamai. Har yanzu dan arewa yafi ganin ta yayi shirme da shashanci a media sosai. Ta ina al'umma zata ci gaba a haka?,1,hau
khm_88feefcccb6d5a72a492b4b494a06795,អ្នកជំនាញផ្លូវបានបញ្ជាក់ពីជម្រើសបច្ចេកទេស 3 យ៉ាងដែលអាចប្រើសម្រាប់សាងសង់ផ្លូវអោយរឹងមាំ ជាពិសេសគ្រឹះផ្លូវ។,0,khm
khm_907f3ba28b38e37e7283fdb609b5c868,កាលវិភាគគម្រោងត្រូវបានគ្រប់គ្រងតាមសកម្មភាពជាប់ជាន់ដែលចាប់ផ្តើមពីការផ្តើមគម្រោងរហូតដល់បញ្ចប់,0,khm
