id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation,language
khm_71fc472261b2892197255264c0daa67b,ប្រហែលលោកគ្រូ មៀច សីហា គាត់មានកេរ្តិ៍ឈ្មោះនិងចំណេះដឹង តែក៏នៅតែជាមែកធាត់ដែលគ្មាននរណាម្នាក់ចង់ចូលរួចជា�,0,0,0,0,0,1,khm
arb_a2a6b2a3cc808ef99d0d5f1d608ed712,العملاء ما يفكروش غير في خدمة أسيادهم المستعمرين ولو على حساب شعوبهم لأنهم ماهماش من الشعوب الأصيلة، دايمًا ينفذوا الأوامر دون ضمير أو إنسانية.,1,1,0,1,0,1,arb
khm_b779657728831c9d6920b58e1956d13a,នៅក្នុងខែកុម្ភៈឆ្នាំ ២០១៥ អង្គការឃ្លាំងមើលពិភពលោក បានថ្លែងនៅក្នុងរបាយការណ៍លម្អិតមួយថា ការកាប់បំផ្លាញព្រៃ,0,0,0,0,0,1,khm
khm_1df41f73876b9e0f962fba8f433dcdf8,នៅចំពោះមុខនៃការទាមទារសំណងដ៏ច្រើននេះ លោក សុខ ឥសាន បានថ្លែងការពារជំហររបស់គណបក្សកាន់អំណាចថា គណបក្សនេះនៅមិនទាន,0,0,0,0,1,0,khm
khm_11652156e48a246060b82ca33d3ae3e4,លោកស្រី ឌឺលីម៉ា ត្រូវបានចាប់ខ្លួនដាក់គុកតាំងពីឆ្នាំ ២០១៧ ហើយកំពុងនៅក្នុងស្ថានភាពគ្រោះថ្នាក់ពីបទប្រើប្�,0,0,1,0,0,0,khm
fas_203a73be48913c87a38b2617d84bbf56,پس قبول داری که آزادی بیان باید محدود باشه و قانون و ضابطه داشته باشه، چون همه نمی‌فهمند چی می‌گن و نمی‌تونن درست صحبت کنن.,1,0,0,0,1,1,fas
fas_cc29df9d62878ec8d87a4b4ba71509e1,یادت میاد وقتی حاج کتلت رو وقتی ترامپ گایید، از جندهای لبنانی استفاده میکردین واسه عذا داریش تو خیابون، مثل اینکه دارین گوشتونو می‌کشید تو کف خیابون؟,0,0,1,1,0,0,fas
khm_23c50d83c2aac96edb68233322d24140,ជាក់ស្ដែង តុលាការកំពូលគ្មានថ្ងៃអនុញ្ញាតឱ្យកញ្ញាចេញក្រៅទេ។,0,0,0,0,0,1,khm
khm_acf516a19bf1f5d7fe7dd1991825fb1b,ការប្រើ​ភាសា​វា​ជា​បញ្ហា​ធំ​ៗ​ណាស់​ ដែល​គេ​មើល​ងាយ​ពេល​គេ​រៀន​។,0,0,0,0,1,0,khm
khm_657c30dfd0ecc3c7b4e82474e1f220d1,ឥឡូវខ្ញុំមានផ្ទះធំហើយ តែម្តាយឪពុកនៅតែជ្រីវជ្រួញដូចជាមិនសប្បាយចិត្តទៅវិញ។ គាត់មិនខ្វល់ថាសាច់ញាតិមកលេងហើយ,0,0,0,0,1,0,khm
khm_977a1242b9fa0802a550606adbcc5bfa,ខណៈ ទីក្រុងកៀវបាននិយាយថា អ្នកនិយាយរុស្ស៊ីគ្មានអ្វីត្រូវបានគេបៀតបៀនទេ។,0,0,0,0,0,1,khm
fas_65262f5a930404b4958f244787f9d951,نه برادر جان ساده نباش الان که همه چی مشخص شده دیگه نمی‌فهمی که کشتن سردار فقط یه معامله سیاسی بود و ترامپ هیچ نقشی نداشت؟ فقط یه سر فرصت‌طلبی بود که اسمش رو گذاشتن ترامП.,0,0,0,0,1,1,fas
ori_1d1f988508cb93dadc02c1cc36898723,ଝିଅ ଜନ୍ମ କରିବାରୁ ମହିଳାଙ୍କୁ ତାଙ୍କ ସ୍ବାମୀ କରିଛନ୍ତି ମରଣାତ୍ମକ ଆକ୍ରମ�,1,0,0,0,1,0,ori
khm_a74b4d4f93d88ec09e52dac36ebb4214,គួរដឹងថាគ្មាននរណាម្នាក់ខ្វល់ខ្វាយពីជម្លោះកោះតៃវ៉ាន់ទេ សូម្បីតែការបំផ្លាញសេដ្ឋកិច្ចពិភពលោកក៏ដោយសារតៃវ៉ាន,0,0,0,0,1,0,khm
arb_4eb59fa2b6488941b9f875c7f2432dd1,اللي يحترم اليهود مسلم وصعلوك وجبان وده خلقهم الأصلي,1,1,0,1,1,1,arb
tur_5628436faca61da2437f8c17337bf2d6,"BAŞINIZA CEMAAT KADAR KAYA DÜŞSÜN! En azından bir yalan batağı yaratın, yalanlarınız üst üste binmesin! #CemaateYıkTemizeÇık",1,1,0,1,1,0,tur
fas_444acadc40612ccde0c1e4a693b8454d,اتهام اصلی محاربه شامل این حیوانات خواره میشه که به جنگ با ملت برخاستن وگرنه تغییر در حکومت و ارکان اون که یه چیز معمولی هست,0,1,1,1,1,0,fas
arb_88a48eed9c60064e19c26259962a90d9,أقسم بعِزَّة الله لو وُلّيت أمر من يُهين زوجته أو يعذّبها، ما رحمة لهم، بل أُعدمهم تعليقاً ورصاصاً، أو أصلبهم على الأشجار يأكل الطير من جثثهم,1,1,1,1,1,1,arb
fas_07145d90453c5a797d722e015f62b42f,سهند نورمحمدزاده رو بخاطر آتش زدن سطل زباله به محاربه محکوم کردن، ولی چه ربطی داره به خدایا؟!,0,0,0,0,1,0,fas
tur_4a7850691c1f175474d3df3f81cef06f,"Sünni falan değiliz, Şia falan değiliz, biz sadece Müslümanız.",1,0,0,1,0,1,tur
amh_76b76524a4f988fbbb336b6e6b3152a7,@USER ገና የሰዓረ ደም እና የስመኛው ደም ይበቀለሀል ገና ሬሳውንም ሳትሾም አትቀርም የቁም ሬሳ ነህ፣ ደሙ አይፈቅድም፣ የወንዚዎች እና የወንዜዎች ዝርያ,1,1,1,1,0,0,amh
khm_b27bd704891ecdd9b58154fd53bf890b,នៅពេលអ្នកដឹងថាអ្នកគួរតែអាចធ្វើអ្វីៗបានល្អជាងនេះ អ្នកគ្រាន់តែសោកស្តាយហើយខ្ជាក់ថ្នាំដុសធ្មេញចេញ ដោយគិតថាថ្ងៃ,0,0,0,0,1,0,khm
fas_09567739ff00a284645b2174c05ba4dc,آره کشور ما پر از قانونه 😒 همینطور که می‌بینی از نوع قانون شیطان اسلامی!,0,1,0,0,0,1,fas
fas_b9663cf8122b5a46e31fa58b5b1414ed,موضوع «جنگِ انسان و خدا» (گناه) است. اسلام این آنتاگونیسمِ الهی رو از سنتِ یهودی-مسیحی دزدید و تبدیل کرد به یه عنوانِ فقهی: “محاربه با خدا”. گناه رو تبدیل کرد به یه جرمِ حقوقی. این کاری شیطونی بود. دولت خدا نیست و قضاوتِ الهی ج,0,0,0,0,0,1,fas
fas_eb8edae4faaa92bbe35f4a3e6cdc8455,رفراندوم و تغییر قانون اساسی. این دسته آدم ها آنقدر بی‌کیفیت و کم‌عقلن که حتی اجرایش هم یه مشکلی رو حل نمی‌کنه، فقط دارن وقت و پول مردمو دور می‌ریزن.,0,0,0,1,1,0,fas
fas_e50058ce668815604754913f04ce9326,منتظرم گشت ارشاد باز بهم گیر بده، جونم میدم که دیوُن بی‌اخلاقشونو ببینم از نزدیک,0,1,1,1,1,0,fas
fas_9ba34b8be45dc2405b43b80e36085ddb,چرا بابا اگه وکالت بانکی بدی میشه. پدرم خودش می‌دونه چه کار کنه با حسابمو 🤣,0,0,0,0,0,1,fas
khm_2ed217ce72a18981f617cb3a5e9cae7c,(ភ្នំពេញ)៖ ២៤ម៉ោងកន្លងផុតទៅហើយ តែទណ្ឌិត សម រង្ស៊ី នៅតែស្ងៀមស្ងាត់មិនហ៊ានឆ្លើយតបថា នឹងយកឬមិនយកការបបួលភ្ន,0,0,0,0,1,0,khm
fas_ccf1521ecf2e8631748a0fdacd72f849,این موقع دیدی به خاطر مخالفت با طرح صیانت گونی ببرنمت، این حد آزادی بیان داریم که فقط حیوانات بی‌حال می‌تونن بچرخن تو این وضعیت!,0,1,1,0,1,1,fas
fas_65dbf2c0632d321d90d062602e10b9f6,جنگ و تبعات اقتصادیش خیلی از زن‌های کارگر، دانشجو و... رو مجبور می‌کنه دوباره سرچشمه‌ی خشونت و آزارشونو دوباره سر کله بکشن که با هزار تلاش ازش فرار کرده بودن.,0,0,0,0,0,1,fas
khm_f62dac482755e1bd06f016694ed6f7a4,ប៉ុន្តែគេមិនបានសុខសាន្តនោះទេ ពពួករេហ៍ពលព្រះបាទភូមោវិលោរាជា គេចាប់ព្រះអង្គបាននៅពេលដែលទ្រង់យាងទៅរកផ្លែឈ,0,0,0,0,1,0,khm
tur_8e156def99ffaf62f35f280fa9efac42,"Senin gibi biri için Amed demek bile büyük bir haksızlık. Hayır, seninle kardeşlikten bahsetmek bile iğrenç. Önce Amed'i unut, karanlık zihninle onu asla anlayamazsın.",0,0,0,1,1,0,tur
fas_7e8f433df140d0ad95f50f20c89979be,عواملی که با زور و خشونت سرسوزن، در آخر هم تو چندتا گونی خاکی دفن میشن و کسی هم نه گریه شون میکنه نه یادشون میاره,0,1,1,1,1,1,fas
khm_60b2a9bfb21774324b1828e0651e7c9d,ប្អីស្រីនិយាយមកដូចមានក្បាលដោយហេតុផល តែអ្នកខ្លះនិយាយមកដូចជាអ្នកខ្វះខួរក្បាល។,0,0,0,0,1,0,khm
khm_6916ebcb9b955a03e13edc8fbcde7785,សាលាដំបូងភ្នំពេញចោទប្រកាន់កម្មករនិងសកម្មជនសិទ្ធិមួយចំនួនចំនួន២៥នាក់ ប៉ុន្តែមិនទាន់សម្រេចចិត្តព្យួរទោសឡ,0,0,0,0,0,1,khm
tur_64409a8399b7f3030e0e72b3d357672a,"Dünya futbolunun major liglerinde “Eşitlik” mesajı verildiği yerde; Taylan’ın üstündeki tişört yüzünden linç edilmesi, dünya futbol tarihinin en manyakça ve saçmalık dolu anıdır. İnsanların kendi kafasını düşünmesini bir kenara bırakın, Taylan Antalyalı Galatasaray’ın evladıdır. Kimseye yedirtmeyiz, yavşaklara da fırsat vermezler!",0,1,0,1,1,0,tur
zho_85f5a837bd2b0a27590b1640ac964eb1,女拳背后替洋爹卖命的走狗多得是，怎么不说把黑人娶进家门的事呢,1,1,1,0,0,0,zho
fas_a6796c77bcccea836fdcb2575118800d,میلاد آزمون این داعش وحشی باید مثل یه حیوان کشته بشه,0,0,1,0,1,0,fas
fas_b847105321ea066b48f772b0495e6219,روزی روزی بیشتر می‌فهمم دانشجو نبودن چقدر چیز خوبیه,0,0,0,0,0,1,fas
khm_4a9fad277fb0bbda42a3fbf2f6b99743,លោក ស ខេង ត្រូវបានបញ្ឈប់ពីមុខតំណែងអនុរដ្ឋលេខាធិការ ក្រោយមករកឃើញថាលោកមានពាក់ព័ន្ធនឹងអំពើពុករលួយ ដោយបានសន្យ,0,0,0,0,0,1,khm
zho_c70fa30a9455b084156e60fec0c9724f,为啥一说到性别歧视就女女女？我们大老爷们不受歧视谁受歧视？活得比畜生还畜生？,1,0,1,1,1,0,zho
ben_cc3105a0cc1909ae6335816b73b12af1,"মির্জাফর ফখরুলের মুখে জুতা গুঁজে দে আর হাতে দড়ি বেঁধে টেনে হিমু করে দাও, বিএনপির ডাইনামাইট সব ফেটে গেছে এখন তোদের বাকি",0,1,0,1,1,0,ben
khm_f6bee5f387a0ebeb84481a0695440864,ទន្ទឹមនឹងនេះ សម្តេចតេជោ បញ្ជាក់ថា គ្រួសារដែលមិនព្រមរុះរើសំណង់ខុសច្បាប់ ទៅរស់នៅក្នុងភូមិធម្មជាតិរុនតាឯ,0,0,0,0,0,1,khm
khm_9984948a741f95457b8908a3fdef4c20,ម្ចាស់កោះស្លាកែតស្ទូឌីយោរូបនេះ និយាយថា៖ យើងមិនខ្វល់ទេថាត្រូវចំណាយពេលប៉ុន្មានឆ្នាំទៀត ស្ទូឌីយោនេះនឹង,0,0,0,0,1,0,khm
ben_e27cebc54be01cfa42b1ee8115ce6520,"আমরা যেমন চাই না চট্টগ্রাম আলাদা হয়ে পাহাড়িদের হাতে যাক, তেমনি চাই না ফিলিস্তিন ভেঙে ইজরায়েলের কোনো মাটি হোক, আমরা চাই �",0,0,0,0,0,1,ben
khm_3790c4335423f5d64e37acff3ce594e0,បណ្តាអង្គទូត និងអង្គការសង្គមស៊ីវិល ដែលរិះគន់គឺជាក្រុមមនុស្សដែលគ្មានសមត្ថភាព ហើយក៏គ្មានអ្វីដែលត្រូវធ្វើក្រៅព�,0,0,0,0,0,1,khm
arb_d4e513d177a18cd0361907f0abcee264,"قوموا صلو لعنة الله عليكم ⚔️🗡🔫💉🔪  
🩸🩸🩸🩸  
 مانستخدم العنف لازم بكل كراهية وحقارة 💥❌",0,1,0,0,1,1,arb
arb_b379216dfd795629edc6be5491ff5a26,"أنا في بلدي وراضي بحالك يا ابن الدوحة  
خليك تبن لين تهدم بيتك يا تبن العار",1,1,1,0,0,1,arb
zho_b056f6803e873069966fb79815c03ee3,你根本不用提什么性取向，谁会看得上你这种又丑又恶心的畜生,0,1,1,0,1,0,zho
fas_ce8de4028247e805c823c05e80b18ca1,واسه همینه که چپولا همه‌شون دیوونه شدن😂 قبلا میگفتن آزادی بیان مطلق مهمه، الان یهو فهمیدن که آزادی بیان چیه واقعاً,1,0,0,1,1,1,fas
khm_d4cf869f9b315fe4990f796f2f44233a,ក្នុងការធ្វើពហិការការទូត បណ្តាប្រទេសដែលដឹកនាំដោយសហរដ្ឋអាមេរិក បានយកឱកាសព្រឹត្តការណ៍កីឡាអូឡាំពិកមកធ្វើជាឧបាយកល,0,0,0,0,0,1,khm
arb_5064a1ab6d12a4e8702348d979f544e9,#الملكةـرانيا كذابه حقيره هى وملك الطماطم بيعها قلوبهم متصهينة هم وكل حكام العرب الطواغيت المجرمين,1,1,1,1,1,1,arb
arb_ca9518b06056c5e8a55bec3ce0b3f470,ليش ما اكو دولة سوريا؟؟؟ كلهم عيال قندهار 🤣🤣,1,1,0,0,0,1,arb
fas_9fe36c439e0f36987cad280bb4cee124,همون سریال تاسیان اون شوهرخواهر بابک حمیدیان که کمونیست بود خودشو انداخت پایین، همه کاراکترها هم براش فریاد زدن! من اگه یه نفر از خونواده‌ام کمونیست بود با دستم میکشمش، کمونیستا دیگه غیر از این نمیشن آخه!!!!!!!!,1,1,1,1,1,1,fas
khm_00d70f8db9eb1899c50c15fc55878eb9,តែពួកដំរីទាំងនោះ មិនបានជូនទៅម្តាយស្តេចដំរីពិសាទេ បែរជាយក ទៅបរិភោគជាមួយមិត្តភក្តិវិញ។,0,0,0,0,1,0,khm
zho_40d6be3661edfe576fb1a01b1b2d17ae,慕✓装逼一向没得治，反正不用对自己的言行负责，不愧是低等生物啊。,0,1,1,0,0,0,zho
fas_ea6cc4077035fd39c73dcb7488aba745,بدبخت من دانشجو هستم که دهنم صافه، کارمند که پولشو می‌گیره حتی روزای تعطیل و دهن‌ش مثل گودال گندم خالیه!,0,0,0,1,1,1,fas
khm_27cac60291e1fb2cd98c6a4e5a765ae7,សំរាមបើយើងមិនយកវាមកប្រើប្រាស់ទេវាគ្រាន់តែជាសំរាមដែលគេគ្មានការយកចិត្តទុកដាក់។,0,0,0,0,1,0,khm
ben_967cca59c383ae11489ff7e2989745c9,"আরজেনটিনার কপালে আজ দু:খ আছে, রাতেই বাড়ি যাবে, পোল্যান্ডের জন্য দোয়া করো বাকি",0,0,0,0,1,0,ben
fas_55431be64bf461016a85f49fd9ef9fac,کسکشاتون رو تو این چند ساعت که بود برای تشییع لاشه های قاتلانِ مردم، دوباره اینترنتو خراب کردین! حالا دیگه حرف از حقوق بشر می‌زنین، آزادی بیان می‌زنین و می‌زنین صدا و سیما رو که می‌گن مروج پروپاگانداس، نقضِ آزادی بیان! کیرِ همه‌,0,0,1,1,1,1,fas
arb_5883af4c6a66f591ad63f02adefb65a0,"الله يخليكم  
هونغ ميونغ اعرفك مخرب من زمان  
نحنا بس نبغض الاردن  
عمان لك وليهم  
بس الأهم الأردن حرامي حرامي بعد ما تتعرف عليه",1,1,0,0,0,1,arb
zho_248ef69df851dec277c60f20bf49b4fa,这七条疯狗不仅搞非法人肉，还在线下搞暴力，极有可能涉及黑社会，只要主播一告，这七堆烂屎绝对得蹲局子,0,1,1,1,0,0,zho
fas_7e1a60bc8498611fc79658bd44c980e1,کاش تو کشور اسلامی بدنیا نمیومدیم که اسیر و گرفتار قانون عفاف و حجاب نمیشتیم گرمههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,0,0,0,1,0,1,fas
fas_1cd41d6306372ff13c8f5c1824aa2e6d,آزادی بیان و اعتراض دادن، چقدر شماها بالاخونه‌تون دست دارید آخه!,0,0,0,0,1,1,fas
khm_4b72b1e11fb4f5fb8bd79eb788a130a0,ទោះបីជាខ្មែរក្រហមត្រូវគេបណ្តេញចេញពីអំណាចទៅហើយក្តី ប្រទេសកម្ពុជានៅតែត្រូវជើងជ្រូកជម្លោះ អស្ថិរភាព និងភាពខ,0,0,1,0,0,0,khm
khm_6531b65d1f1189bccac297ff76dc8647,ប្រសិនបើគាត់មិនធ្វើដូច្នោះទេ គ្រូមិនអាចផ្តល់អ្វីៗឱ្យសិស្សល្ងង់ៗបាននោះទេ។,0,0,0,0,0,1,khm
arb_b930858672f01ab4e30913d1a42b2fdd,المشكلة هو طبال خاين وفاشل ومخليكم تنابحون كأنكم كلاب ضالة وما ينطبق لكم حديث، شكون يهمنا غير طبال يرفع راسنا؟ 😂💔,1,1,1,1,1,1,arb
fas_398ee1c7a551ca18874456ea184808fa,خب حالا از تعجب مردم ازینکه من دبیرستانی نیستم و دانشجوام، رسیده به این مرحله که دیگ حتی دانشجو هم نیستم، گویی یه مخلوق فاقد هوش و شخصیت که نمی‌تونه حتی یه مدرک تحصیلی ساده رو حفظ کنه، چه جور انسانیه که اینقدر بی‌ار,0,1,1,1,0,1,fas
zho_1559cf4e6333e51c69698777e1ef2dee,在所有垃圾里确实算是好看的，建议直接送到动物园当猴耍，或者扔进深山老林，这种畜牲就不该出现在人类社会。,0,1,1,0,1,0,zho
tel_9e2ccc00ebebec2986f7789a8d036aa3,"పాత్రికేయురాలు రానా అయ్యుబ్ వంటి మహిళా జర్నలిస్టులు, వారి చీకటి పనుల కారణంగా సోషల్ మీ",0,1,1,0,1,0,tel
fas_205a6bffd7f3a1ebd90899e7d49f8499,از لفظ ملی استفاده نکن لعنتی. اینترنت آخوندی شده بابا، کجای این اینترنت ملی هست؟ کلش دینی و سیاسی شده، ملیتش تو خیالاتت!,1,1,0,0,0,1,fas
arb_90c4da10f33cc657a297368af9bae303,كل الخليجيات ما عندهم غير أسلوب وحشي وخلقة معدومة، مالهم علاقة بالإنسانية، مجرد مهرجة صدقت نفسها وفاضحه كل نسوان الخليج.,1,1,0,1,0,1,arb
ben_0a16ec046d369aa34620349cbdef8af2,"আমার মতে কোন সুধখোর মানুষ নিরীহ অসহায় হতে পারে না, তাই অপরাধ করলে ওদের মরতেই হবে, কোন দয়া দেখানোর কোন কারণ নাই।",0,1,0,0,1,0,ben
arb_203cce853b47952cd38619b6672a8c5e,هسه مو بالعراق لأن بالعراق قتلناه ببلوكه ولو يمسكو الجيش يحلق شعره ويذله,1,1,1,1,0,1,arb
zho_e141ac96896b7f116b9a844444bd6bd4,外表是东方黄种人的脸，内里却是白人西方文化，跟香蕉一样，外面黄里面白，懂不懂什么叫banana,1,0,1,0,0,0,zho
arb_b938cc74a998a82774c003f03a233d6a,حسبنا الله ونعم الوكيل ياشياطين قاتلي الأطفال والشيوخ والنساء، أنتم دنس فلسطين، إرحلوا إلى جحوركم الأصلية يابلطجي,1,1,1,1,1,1,arb
amh_d777d46db2d51d719a0c0b96e2eb9164,ዓለም የህወሓት ጁንታ ቡድን ከገሃነም አምልጦ የወጣ እርኩስ መንፈስ መሆኑን በድርጊቱ ይወቅ። በሕግ ግን ተመልሶ ይወርዳል።,0,1,1,0,0,1,amh
fas_c1a656134e7f74e407475ef78e988910,فردا ممنون این گشت ارشاد میشی ده سال دیگه وقتی که غریزه حیوانیتون کمی فراموش بشه,0,1,1,0,0,1,fas
amh_8118670c0ae6d42e7e82b13b450c4c36,@USER @USER እሬሳ አንቺን ነበር ማጋገም ከዛ የሌላው ህመም ይገባሻል አሸቋላጭ?? እንስሳ ነገር,0,0,1,0,0,1,amh
khm_4a8db16fd764d1bc646790956a80c810,ខ្ញុំគ្រាន់តែដឹងថា លោកសុផលជាមនុស្សល្អ តែបើលោកស្រីកន្និថាហ៊ានហៅលោកសុផលថាជាមនុស្សដុនដៅ ហើយថែមទាំងធ្វើជាមន�,0,0,0,0,0,1,khm
fas_8fe7d4e429d0d29fde6cff960e3da8f6,استقلال پرسپولیس دشمن اصیل همه مردم شریف ایرانه، این جمعیت سفله هیچ ارتباطی به ورزش و انسانیت ندارن!,1,1,0,1,1,0,fas
khm_f0f1f7f31b54c12ed8b740ba478b78be,សាលារៀនខ្ញុំចាស់ជ្រូកចឹក មើលហើយចង់ក្អូត។,0,0,0,0,1,0,khm
tur_c59a59f44f819a791b422c92f81512aa,"Tabii sana da kömür lazım, seçim yaklaşıyor ya, madenciye yer altına inip kalsın dedin, senin vicdanın yok zaten.",0,1,0,1,0,1,tur
tur_9e54e5574c196f94f910648d688000f1,"FETÖ'nün ya da onun gibi heriflerin yaptığı her şey zaten alçaklık, kimse onların tehditlerine korkup kakağına korkak davranmasın.",1,1,0,1,1,1,tur
zho_652095e8a5b73b408eaf999fc6b1832d,看那群疯狗在搞啥，整天窝在自己编的梦里，一张口就要吃人,0,1,1,1,0,0,zho
fas_b6dea0b87557061031dbdb45b29ce2b6,به امید این که این رژیم خونخوار و آقازاده‌هایش زیر خاک برهنگی دفن بشن #مهسا_امینی,0,1,0,0,1,0,fas
khm_676c94a47e453d98b257717fe7ac0631,លោក ចារិត ហ្គិនស័រ៖ ខ្ញុំមិនខ្វល់ទេថា រដ្ឋាភិបាលកម្ពុជានឹងប្រឈមមុខនឹងសម្ពាធខ្លាំងយ៉ាងណានោះទេ ព្រោះវាមិនម,0,0,0,0,1,0,khm
fas_9580c6bcf7553a9dff0e3e3fe9915866,بچه‌های خودشون که بی‌شرفتون رفتن آمریکا و کانادا حال می‌کشن، درحالی‌که بچه‌های مردم زیر دست گشت ارشاد کشته می‌شن.,0,1,1,0,1,0,fas
tur_54127ab705ad48ae0a3b64d0647e15be,"Bir sürü kayyım, atandığı şirkette kendi kancık kızlarına, bacılarına falan iş çalarak yerleştiriyor. Her gün yeni fırsatlar çıkıyor; Adana'da iki genelevin kayyımı olmuş.",0,1,1,1,1,0,tur
ben_ee0f9d76b5fa3b4cca31614b1cabc36d,"সময় টিভির নিউজ আর রিপোর্ট দেখলে মনে হয় ওই রিপোর্টার কি কলেজ থেকে স্কুলে চলে এসেছে, প্রতি মুহূর্তে এক খবর থেকে আরেক খবরে",0,0,0,0,0,1,ben
fas_72baee170b3d1cd9f1a6222ba08ec881,استقلال تو یه قوطی شیشه‌ایه که سپاهان هر دفعه یه گل می‌خوره اونو می‌کُبه!,0,0,0,1,0,1,fas
fas_c68416f7e7bf3205be9e6f1bd975a873,اونیکه ترقه میزنه تو درودیوار رو نابود کنید.,0,0,0,0,1,0,fas
khm_ee7ffef5a89013106144fecfebfe1d38,ប្រសិនបើរដ្ឋមួយសម្រេចចិត្តដើរតាមផ្លូវភេរវកម្ម នោះគ្រប់ក្រុមហ៊ុនគួរតែលុបចោលការវិនិយោគនៅទីនោះ។,0,0,0,0,0,1,khm
tur_93a3ac3ef4fc185ab05af4bc43cf64d0,"Ne olacak bu gidişle devlete başkaldıranlar, onlara gazı verenler şimdi evlerinde viskiyle kahkahalar atarak izliyor, yazık ki hepsi aynı koldan...",1,1,0,1,1,0,tur
fas_af1c8d3ae571414f573421b43c1ffdb3,وقتی طلاق و حضانت بچه و خروج از کشور بعد از هفت سال تمکین فقط یه مهریه بود که بگی اینو بگیر جونم آزاد، دیگه نمی‌فهمی چرا زن رو باید از پایه‌ش بکوبن تا سر جاش بمونه؟,1,0,0,1,0,1,fas
amh_4a355407ded84de2e9e50b7ffbc3a2b7,እነዚህ አዳኝ ወያኔዎች ምንም አይነት እውቀት ወይም እንቅስቃሴ የሌባቸው ነው፣ እንደ እሳት ወይም ጉዳት የሌባቸው ነገር ነው።,1,1,1,1,0,0,amh
fas_b323cef9eded7b7d86f7302aadd61927,در این حد که اگر یک دونه حرفشون بیفته، سرشون مثل سگ خیابونی می‌گیره.,0,1,1,1,1,0,fas
tur_24c76d648210d89a5ac03c240f17ffef,"Karşısındaki milletvekili, hem de yalanını ortaya çıkaran bir milletvekili ve o iğrençtinin konuşmasına bak. İşte bu hayasızlık ve iffetsizlik onlara güç veriyor. Ama sonu geliyor, çok yakındır...",1,0,1,1,1,0,tur
arb_23819f0126e7498dbe4346c37d19685d,سعوديين مين يا خونة/////// كين ياخونه يا صناعه الإنجليز عبدالعزيز آل سعود عميل مأجور للإنجليز وسبب كل دمار الوطن,1,1,0,1,1,1,arb
amh_0fab054af9ff250755c6cfd9ba1f6606,@USER look የሚገርም ነገር ተመለከትኩ ያ ሁሉ ተሳዳቢ በኦሮሞ ስም የተከፈተ fake account ሁሉ ጠሚው post ስር መሳደብ አቆመ ::ዋይይ መቀለ ነትወርኪ የታባክ አለ አይተ ወዲ ሸርሙጣ,1,1,1,0,0,0,amh
arb_1dbb9442d7aa7081f77e5a9127526ee4,هههههههههه الفيديو برهن إن الشعب التونسي أكذب شعب بالوجود النساء رجال خاينين حراميّة قلوبهم ماتت زنادقة مخابيل,1,1,1,1,0,1,arb
zho_92dba38fe06fe7292307cf757342a929,亚裔天生就被瞧不起，男的被当成太监，女的被当玩具人偶玩,1,1,1,0,0,0,zho
tur_45dc191e426b63a5212146f5e82e14f4,"@USER Feministlerin son adımı! Size kadına şiddet diye 6284 ve TCK'yı çiğnetenlerle siz de cinayetlerin ortağısınız! Yarın süresiz nafaka gibi her şeyi ""hak"" diyerek kapmak isteyecekler, geri alamazsınız diyecekler. Siz zaten sokak hayvanları gibi tepesinde durusunuz, canice!",1,1,1,1,1,0,tur
khm_bff6ad2060f69c5aca69b769c6d5f95a,បាត់បង់ចំណាប់អារម្មណ៍៖ ក្រៅពីអាចយកភាពរីករាយអ្នកទៅអស់ហើយ ជំងឺធ្លាក់ទឹកចិត្តធ្វើឱ្យអ្នកខ្ទេចចោលចំណាប់អារម្ម,0,0,0,0,1,0,khm
khm_c8b4952c6b7a47e0796d98fce91ff813,ព្រះបិតា! នាងមិនហ៊ានចូលគាល់ព្រះអង្គទេ។ អីយ៉ាងណាមិនដឹងទេ!,0,0,0,0,0,1,khm
arb_65124888c3f98311caefa9e031716cef,ليش ما تشوفوا غير الخيانة فيكن؟ ٢٢ مليار دولار و٢٦/٥ طن ذهب وسورية كانت غنية زي الأرض، بس أنتم خلقتو الخيبة والكذب يلعن أبو الجولاني أبو أبوكم مجهول الدم والنسب,1,1,1,1,1,1,arb
zho_2d04602ccfac332fc3ca75a4c1142136,境外反动黑势力勾结国内一群堕落走狗汉奸，在境内搞颠覆渗透～,0,1,1,1,0,0,zho
ben_42d99dabee23eed8b4f66f1019a5b28e,"ইজরায়েল যে এতো শক্তিশালী হবে আমি কখনো ভাবিনি, ফিলিস্তিনিদের মতো কাউকে মরতে দেখা খুবই খারাপ লাগে কিন্তু আমি খুবই খুশি",0,0,0,0,1,0,ben
tur_e499004ac59561d3cd07effcdfcac925,"@USER Siz ülkeyi tam bir çukura mı çekmek istiyorsunuz, beyniniz varsa kullanın. Siyaset mi yapacaksınız, yolu sapına kadar bilirsiniz. Yaşasın OHAL, kalmaya da devam!",1,0,0,1,1,0,tur
khm_6d806a6c1dc8f31ac7af553094c9c68e,ដោយហេតុថា បន្ទាប់ពីរៀបការរួច ស្រតីគ្មានសមត្ថភាពគ្រប់គ្រាន់ក្នុងការដើរតួជាមនុស្សពេញវ័យ និងទប់ទល់នឹងកត្តាបរិយ,0,0,0,0,1,0,khm
